?????;??????? ?????;???? ?????;????? ??;????? ??
Telekom Srbija a.d., Beograd;31 3152000;31 3152999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3155000;31 3155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3500000;31 3500999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3510000;31 3525999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3527000;31 3527999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3531000;31 3531999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3532000;31 3532999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3533000;31 3534999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3535000;31 3535999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3542000;31 3542999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3550000;31 3555999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3561000;31 3561999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3562000;31 3562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3566000;31 3566999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3713000;31 3717999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3721000;31 3721999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3780000;31 3784999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3801000;31 3801999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3802000;31 3803999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3806000;31 3809999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3810000;31 3810999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3811000;31 3817999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3818000;31 3818999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3819000;31 3819999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3820000;31 3820999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3823000;31 3823999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3825000;31 3825999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3827000;31 3827999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3828000;31 3828999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3830000;31 3830999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3831000;31 3833999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3834000;31 3834999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3835000;31 3835999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3840000;31 3840999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3841000;31 3843999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3845000;31 3846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3848000;31 3848999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3850000;31 3850999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3857000;31 3857999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3859000;31 3866999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3868000;31 3869999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3877000;31 3877999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3880000;31 3883999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3887000;31 3887999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3890000;31 3890999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3891000;31 3891999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3892000;31 3896999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3897000;31 3897999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 3898000;31 3899999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 500000;31 500999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 510000;31 525999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 530000;31 534999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 540000;31 543999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 546000;31 546999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 549000;31 555999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 560000;31 565999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 570000;31 572999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 580000;31 587999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 590000;31 597999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;31 600000;31 602999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;31 604000;31 604999;1.10.2018;1.10.2028
ORION TELEKOM;31 610000;31 619999;6.7.2018;6.7.2028
BEOTELNET-ISP;31 620000;31 620999;21.2.2016;21.2.2026
TELEMARK SYSTEMS;31 630000;31 630999;1.6.2016;1.6.2026
TELENOR;31 640000;31 640999;2.2.2011;10.2.2020
TELENOR;31 641000;31 641999;15.9.2012;10.2.2020
VIP MOBILE;31 690000;31 698999;6.2.2017;6.2.2027
VIP MOBILE;31 699000;31 699999;1.9.2012;1.9.2022
Telekom Srbija a.d., Beograd;31 713000;31 715999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 720000;31 721999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 723000;31 724999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 770000;31 770999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 780000;31 784999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 787000;31 788999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 800000;31 800999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 803000;31 804999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 809000;31 812999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 818000;31 818999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 820000;31 820999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 823000;31 823999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 825000;31 829999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 835000;31 835999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 841000;31 843999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 845000;31 846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 848000;31 850999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 856000;31 856999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 858000;31 859999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 861000;31 866999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 869000;31 870999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 880000;31 880999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 888000;31 888999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;31 890000;31 899999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 300000;32 305999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 306000;32 306999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 307000;32 307999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 309000;32 311999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 320000;32 328999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 330000;32 335999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 340000;32 358999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 360000;32 361999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 363000;32 363999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 365000;32 377999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 379000;32 382999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 385000;32 386999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 390000;32 392999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;32 400000;32 401999;1.4.2012;1.4.2022
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;32 402000;32 403999;25.6.2018;25.6.2028
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;32 404000;32 404999;1.10.2018;1.10.2028
ORION TELEKOM;32 410000;32 419999;6.7.2018;6.7.2028
BEOTELNET-ISP;32 420000;32 420999;1.8.2014;1.8.2024
TELEMARK SYSTEMS;32 430000;32 430999;1.10.2014;1.10.2024
TELENOR;32 440000;32 440999;2.2.2011;10.2.2020
TELENOR;32 441000;32 441999;15.9.2012;10.2.2020
VIP MOBILE;32 490000;32 499999;6.2.2017;6.2.2027
Telekom Srbija a.d., Beograd;32 5120000;32 5120999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5121000;32 5121999;8.1.2018;8.1.2028
Telekom Srbija a.d., Beograd;32 5150000;32 5150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5152000;32 5152999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5155000;32 5155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5310000;32 5311999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5330000;32 5330999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5333000;32 5333999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5335000;32 5335999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5341000;32 5342999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5343000;32 5343999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5344000;32 5346999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5347000;32 5358999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5360000;32 5361999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5364000;32 5377999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5379000;32 5382999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5385000;32 5386999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5431000;32 5435999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5450000;32 5464999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5470000;32 5470999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5481000;32 5485999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5487000;32 5487999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5510000;32 5511999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5520000;32 5530999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5534000;32 5534999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5537000;32 5537999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5539000;32 5549999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5561000;32 5564999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5570000;32 5578999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5587000;32 5587999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5589000;32 5590999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5596000;32 5596999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5630000;32 5632999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5638000;32 5638999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5640000;32 5642999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5651000;32 5652999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5661000;32 5665999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5678000;32 5678999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5688000;32 5688999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5710000;32 5710999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5711000;32 5712999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5713000;32 5717999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5718000;32 5718999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5720000;32 5720999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5725000;32 5727999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5730000;32 5730999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5733000;32 5733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5735000;32 5735999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5736000;32 5736999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5737000;32 5737999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5738000;32 5738999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5741000;32 5741999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5743000;32 5743999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5745000;32 5745999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5749000;32 5749999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5800000;32 5801999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5808000;32 5808999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5809000;32 5809999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5813000;32 5814999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5817000;32 5819999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5823000;32 5823999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5824000;32 5824999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5826000;32 5826999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5829000;32 5829999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5845000;32 5845999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5854000;32 5855999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5857000;32 5858999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5860000;32 5860999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5862000;32 5862999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5864000;32 5864999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5867000;32 5867999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5872000;32 5872999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5873000;32 5873999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5880000;32 5880999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5882000;32 5882999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5886000;32 5886999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 5895000;32 5895999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 601000;32 601999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 630000;32 632999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 637000;32 638999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 640000;32 642999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 650000;32 652999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 660000;32 665999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 670000;32 670999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 682000;32 682999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 684000;32 685999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 700000;32 702999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 710000;32 718999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 720000;32 722999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 725000;32 727999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 733000;32 733999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 735000;32 736999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 738000;32 738999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 740000;32 742999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 751000;32 751999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 753000;32 755999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 760000;32 760999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 761000;32 761999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 762000;32 763999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 770000;32 771999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 800000;32 801999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 804000;32 807999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 809000;32 809999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 812000;32 812999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 817000;32 820999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 822000;32 824999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 826000;32 826999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 841000;32 841999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 844000;32 844999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 846000;32 846999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 853000;32 858999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 861000;32 861999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 863000;32 865999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 867000;32 868999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 873000;32 873999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 875000;32 878999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 882000;32 883999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 892000;32 892999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;32 895000;32 895999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2100000;33 2100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2150000;33 2150999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2152000;33 2152999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2155000;33 2155999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2436000;33 2437999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2445000;33 2455999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2611000;33 2616999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2684000;33 2684999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2716000;33 2716999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2755000;33 2755999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 2771000;33 2772999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;33 300000;33 300999;19.2.2018;19.2.2028
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;33 304000;33 304999;1.10.2018;1.10.2028
ORION TELEKOM;33 310000;33 319999;6.7.2018;6.7.2028
BEOTELNET-ISP;33 320000;33 320999;1.8.2014;1.8.2024
RADIJUS VEKTOR;33 330000;33 330999;1.12.2014;1.12.2019
TELENOR;33 340000;33 340999;2.2.2011;10.2.2020
TELENOR;33 341000;33 341999;15.9.2012;10.2.2020
VIP MOBILE;33 390000;33 398999;6.2.2017;6.2.2027
VIP MOBILE;33 399000;33 399999;1.9.2012;1.9.2022
Telekom Srbija a.d., Beograd;33 445000;33 448999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 449000;33 449999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 450000;33 455999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 46000;33 48999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 55000;33 57999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 61000;33 65999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 660000;33 660999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 670000;33 673999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 685000;33 685999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 710000;33 716999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 719000;33 719999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 73000;33 73999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 743000;33 743999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 75000;33 75999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 771000;33 773999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 776000;33 777999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 780000;33 783999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 788000;33 789999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 80000;33 80999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;33 86000;33 88999;10.6.2017;10.6.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;34 200000;34 209999;1.4.2012;1.4.2022
ORION TELEKOM;34 2100000;34 2100999;6.7.2018;6.7.2028
ORION TELEKOM;34 2101000;34 2109999;6.7.2018;6.7.2028
BEOTELNET-ISP;34 220000;34 220999;1.8.2014;1.8.2024
PREDUZE?E ZA TELEKOMUNIKACIJE OPTEL TELEKOM TIM D.O.O.;34 225000;34 225999;5.9.2016;5.9.2026
RADIJUS VEKTOR;34 230000;34 230999;1.12.2014;1.12.2019
TELENOR;34 240000;34 240999;2.2.2011;10.2.2020
TELENOR;34 241000;34 241999;15.9.2012;10.2.2020
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;34 250000;34 254999;4.12.2017;4.12.2027
SERBIA BROADBAND - SRPSKE KABLOVSKE MREŽE;34 255000;34 259999;12.11.2018;12.11.2028
KOPERNIKUS TECHNOLOGY;34 260000;34 260999;15.7.2014;15.7.2024
VIP MOBILE;34 290000;34 298999;6.2.2017;6.2.2027
VIP MOBILE;34 299000;34 299999;1.9.2012;1.9.2022
Telekom Srbija a.d., Beograd;34 300000;34 308999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 309000;34 309999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 310000;34 390999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 394000;34 395999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 397000;34 398999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 500000;34 507999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 510000;34 511999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 513000;34 513999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 515000;34 515999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 518000;34 519999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 522000;34 522999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 530000;34 542999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 555000;34 555999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 561000;34 562999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 569000;34 569999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 570000;34 571999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 573000;34 579999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 582000;34 582999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 584000;34 587999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 589000;34 589999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 591000;34 591999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 593000;34 593999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 595000;34 595999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6100000;34 6100999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6101000;34 6101999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6170000;34 6170999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6171000;34 6171999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6195000;34 6195999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6300000;34 6302999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6304000;34 6305999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6310000;34 6375999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6377000;34 6377999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6380000;34 6381999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6382000;34 6382999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6384000;34 6384999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6386000;34 6386999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6387000;34 6388999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6390000;34 6391999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6393000;34 6393999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6394000;34 6394999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6395000;34 6395999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6397000;34 6397999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6398000;34 6398999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6500000;34 6501999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6513000;34 6513999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6515000;34 6515999;10.6.2017;10.6.2027
Telekom Srbija a.d., Beograd;34 6518000;34 6518999;10.6.2017;10.6.2027
